DBInstanceIdentifier	DBInstanceClass	Engine	DBInstanceStatus	MasterUsername	DBName	AllocatedStorage	InstanceCreateTime	PreferredBackupWindow	BackupRetentionPeriod	DBSecurityGroups	VpcSecurityGroups	DBParameterGroups	AvailabilityZone	PreferredMaintenanceWindow	MultiAZ	EngineVersion	AutoMinorVersionUpgrade	ReadReplicaDBInstanceIdentifiers	LicenseModel	OptionGroupMemberships	PubliclyAccessible	StorageType	DbInstancePort	DBClusterIdentifier	StorageEncrypted	KmsKeyId	DbiResourceId	CACertificateIdentifier	DomainMemberships	CopyTagsToSnapshot	MonitoringInterval	EnhancedMonitoringResourceArn	MonitoringRoleArn	PromotionTier	DBInstanceArn	IAMDatabaseAuthenticationEnabled	PerformanceInsightsEnabled	PerformanceInsightsKMSKeyId	PerformanceInsightsRetentionPeriod	EnabledCloudwatchLogsExports	DeletionProtection	AssociatedRoles	TagList	CustomerOwnedIpEnabled	BackupTarget	Endpoint.Address	Endpoint.Port	Endpoint.HostedZoneId	DBSubnetGroup.DBSubnetGroupName	DBSubnetGroup.DBSubnetGroupDescription	DBSubnetGroup.VpcId	DBSubnetGroup.SubnetGroupStatus	DBSubnetGroup.Subnets	LatestRestorableTime	SecondaryAvailabilityZone	MaxAllocatedStorage	ActivityStreamStatus	ReadReplicaSourceDBInstanceIdentifier	StatusInfos	Iops	region_code
rocketmanv2-tr-audit-prod-1	db.r6g.8xlarge	aurora-mysql	available	gds_admin	rocketmanv2_tr_audit	1	2021-06-28 14:22:57.544000+00:00	22:23-22:53	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1b	thu:22:13-thu:22:43	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	rocketmanv2-tr-audit-prod	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	db-KQYT7MPEK6EJAKGEJU7ISW62N4	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-KQYT7MPEK6EJAKGEJU7ISW62N4	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:rocketmanv2-tr-audit-prod-1	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/rocketman-india-team'}, {'Key': 'TenantTeam', 'Value': 'rocketman-india-team@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'rocketman-india-team'}, {'Key': 'environment', 'Value': 'rocketmanv2-tr-audit-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-30048'}]	False	region	rocketmanv2-tr-audit-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com	3306	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
seo-landing-api-prod	db.r5.large	postgres	available	gds_admin	seo_landing_api_prod	200	2021-12-15 13:29:36.108000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'pending-reboot'}]	eu-west-1a	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-CNRDORCR4AKXRJQW7WAICMAWZI	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-CNRDORCR4AKXRJQW7WAICMAWZI	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:seo-landing-api-prod	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/lpapi'}, {'Key': 'TenantTeam', 'Value': 'lpapi@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'lpapi'}, {'Key': 'environment', 'Value': 'seo-landing-api-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32279'}]	False	region	seo-landing-api-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	eu-west-1b	500.0	stopped	arn:aws:rds:us-west-1:497256801702:db:seo-landing-api-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
shop-cart-serv-prod-0	db.r6g.large	aurora-mysql	available	gds_admin	cart_production	1	2021-06-28 07:03:18.170000+00:00	01:23-01:53	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1b	fri:04:38-fri:05:08	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	shop-cart-serv-prod	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	db-FOBL44XAXVYURHXVMPSAIDUZGI	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-FOBL44XAXVYURHXVMPSAIDUZGI	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:shop-cart-serv-prod-0	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc'}, {'Key': 'environment', 'Value': 'shop-cart-serv-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-30051'}]	False	region	shop-cart-serv-prod-0.cqgqresxrenm.eu-west-1.rds.amazonaws.com	3306	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
shop-cart-serv-prod-1	db.r6g.large	aurora-mysql	available	gds_admin	cart_production	1	2021-06-28 06:53:56.627000+00:00	01:23-01:53	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1a	thu:23:59-fri:00:29	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	shop-cart-serv-prod	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	db-AEXVHJEF44OJZ6MX5WQVZEXMQM	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-AEXVHJEF44OJZ6MX5WQVZEXMQM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:shop-cart-serv-prod-1	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/ugc'}, {'Key': 'TenantTeam', 'Value': 'ugc-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'ugc'}, {'Key': 'environment', 'Value': 'shop-cart-serv-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-30051'}]	False	region	shop-cart-serv-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com	3306	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
srs-job-scheduler-emea-prod-0	db.r6g.large	aurora-mysql	available	gds_admin	srs_job_scheduler_emea_prod	1	2020-01-31 00:58:40.316000+00:00	02:43-03:13	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-large', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1c	sun:04:11-sun:04:41	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	srs-job-scheduler-emea-prod	False	nan	db-X55KIXWV3Y3L3DZXB5SD6ASZ2Q	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-X55KIXWV3Y3L3DZXB5SD6ASZ2Q	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:srs-job-scheduler-emea-prod-0	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/srs-job-scheduler-emea-prod'}, {'Key': 'TenantTeam', 'Value': 'glsteam_outbound_eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'srs-job-scheduler-emea-prod'}, {'Key': 'environment', 'Value': 'srs-job-scheduler-emea-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-XXXXX'}]	False	region	srs-job-scheduler-emea-prod-0.cqgqresxrenm.eu-west-1.rds.amazonaws.com	3306	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
srs-job-scheduler-emea-prod-1	db.r6g.large	aurora-mysql	available	gds_admin	srs_job_scheduler_emea_prod	1	2020-01-31 00:58:40.235000+00:00	02:43-03:13	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-large', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1c	wed:04:03-wed:04:33	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	srs-job-scheduler-emea-prod	False	nan	db-K4DE5OBGZM6S2IZDROXZRDSRCY	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-K4DE5OBGZM6S2IZDROXZRDSRCY	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:srs-job-scheduler-emea-prod-1	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/srs-job-scheduler-emea-prod'}, {'Key': 'TenantTeam', 'Value': 'glsteam_outbound_eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'srs-job-scheduler-emea-prod'}, {'Key': 'environment', 'Value': 'srs-job-scheduler-emea-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-XXXXX'}]	False	region	srs-job-scheduler-emea-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com	3306	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
srs-job-scheduler-emea-prod-2	db.r6g.large	aurora-mysql	available	gds_admin	srs_job_scheduler_emea_prod	1	2020-01-31 00:50:47.356000+00:00	02:43-03:13	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-large', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1a	wed:01:48-wed:02:18	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	srs-job-scheduler-emea-prod	False	nan	db-VWGGBTBZZ6VU7ZMS43IGT6WFZA	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-VWGGBTBZZ6VU7ZMS43IGT6WFZA	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:srs-job-scheduler-emea-prod-2	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/srs-job-scheduler-emea-prod'}, {'Key': 'TenantTeam', 'Value': 'glsteam_outbound_eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'srs-job-scheduler-emea-prod'}, {'Key': 'environment', 'Value': 'srs-job-scheduler-emea-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-XXXXX'}]	False	region	srs-job-scheduler-emea-prod-2.cqgqresxrenm.eu-west-1.rds.amazonaws.com	3306	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
subscription-service-prod-0	db.r6g.4xlarge	aurora-postgresql	available	gds_admin	subscription_service_prod	1	2022-07-12 14:56:14.943000+00:00	04:21-04:51	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-postgresql14-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1b	sun:02:39-sun:03:09	False	14.3	False	[]	postgresql-license	[{'OptionGroupName': 'default:aurora-postgresql-14', 'Status': 'in-sync'}]	False	aurora	0	subscription-service-prod	False	nan	db-53EAPXCYXH7TOODIXK3DWBAAOM	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-53EAPXCYXH7TOODIXK3DWBAAOM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:subscription-service-prod-0	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['postgresql']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/global_subscription_service'}, {'Key': 'TenantTeam', 'Value': 'subscriptions-engineering@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'global_subscription_service'}, {'Key': 'environment', 'Value': 'subscription-service-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-35080'}]	False	region	subscription-service-prod-0.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
subscription-service-prod-1	db.r6g.4xlarge	aurora-postgresql	available	gds_admin	subscription_service_prod	1	2022-07-12 14:47:48.918000+00:00	04:21-04:51	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-postgresql14-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1c	sun:00:22-sun:00:52	False	14.3	False	[]	postgresql-license	[{'OptionGroupName': 'default:aurora-postgresql-14', 'Status': 'in-sync'}]	False	aurora	0	subscription-service-prod	False	nan	db-2DXXYWTI6IDHCK6RNRIRS3WHKI	rds-ca-2019	[]	False	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-2DXXYWTI6IDHCK6RNRIRS3WHKI	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:eu-west-1:497256801702:db:subscription-service-prod-1	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	['postgresql']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/global_subscription_service'}, {'Key': 'TenantTeam', 'Value': 'subscriptions-engineering@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'global_subscription_service'}, {'Key': 'environment', 'Value': 'subscription-service-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-35080'}]	False	region	subscription-service-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	euw1
taxonomyv2-prod-replica	db.r5.large	postgres	available	gds_admin	taxonomyv2_prod	500	2022-02-10 10:44:25.620000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1b	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-GVHGQKNEMKS6EIIRSIMOWZXZIA	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-GVHGQKNEMKS6EIIRSIMOWZXZIA	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:taxonomyv2-prod-replica	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/taxonomyv2'}, {'Key': 'TenantTeam', 'Value': 'taxonomy-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'taxonomyv2'}, {'Key': 'environment', 'Value': 'taxonomyv2-prod-replica'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-28058'}]	False	region	taxonomyv2-prod-replica.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	eu-west-1a	1000.0	stopped	arn:aws:rds:us-west-1:497256801702:db:taxonomyv2-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	euw1
third-party-mail-prod	db.r5.large	postgres	available	gds_admin	third_party_mail_prod	50	2021-06-03 13:16:44.104000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0292c7bbc5a0e777e', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]	eu-west-1a	tue:00:00-tue:03:00	True	11.15	False	['third-party-mail-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-3FIOWWV7YPFYNJ6DP65G3OL5RY	rds-ca-2019	[]	True	5	arn:aws:logs:eu-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-3FIOWWV7YPFYNJ6DP65G3OL5RY	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:eu-west-1:497256801702:db:third-party-mail-prod	False	True	arn:aws:kms:eu-west-1:497256801702:key/8b4310fe-e786-468a-aa89-244cb725ade7	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/third_party_mailmonger'}, {'Key': 'TenantTeam', 'Value': '3PIP-MailMonger@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'third_party_mailmonger'}, {'Key': 'environment', 'Value': 'third-party-mail-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29763'}]	False	region	third-party-mail-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com	5432	Z29XKXDKYMONMX	sgroup-1	Managed by Terraform	vpc-55adfd33	Complete	[{'SubnetIdentifier': 'subnet-48498112', 'SubnetAvailabilityZone': {'Name': 'eu-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-28b6384e', 'SubnetAvailabilityZone': {'Name': 'eu-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-052db34d', 'SubnetAvailabilityZone': {'Name': 'eu-west-1b'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:29:39+00:00	eu-west-1b	1024.0	stopped	nan	nan	nan	euw1
