hostid	engine	Original JIRA	Core/Non-Core	Service Portal	DB_instance	Size	Blocker	Excelformula for pkmissing sheet	On-premise IP-RW	 DB VIP - RW	RDS VIP - RW	On-premise IP-RO	 DB VIP - RO	RDS VIP - RO	Region replica	jira	Expected Date	In Progress	Route53 RW Endpoint	Route53 RO Endpoint	Notes	Encrypted	hostid_dbname
gds_prod_snc1_db057	mysql	GDS-12568	Core	channel-manager-integrator-travelclick	cmi_travelclick_prod	114.7 GB		#N/A	10.22.182.93	gds-snc1-prod-cmi-travelclick-rw-vip.snc1	gds-cmi-travelclick-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.183.93	gds-snc1-prod-cmi-travelclick-ro-vip.snc1	gds-cmi-travelclick-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29366		Migrated					gds_prod_snc1_db057cmi_travelclick_prod
gds_prod_snc1_db057	mysql	GDS-12247	Core	killbill-payments	kb_subscriptions_prod	246.4 GB		#N/A	10.22.182.91	gds-snc1-prod-kb-subscriptions-rw-vip.snc1	gds-kb-subscription-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.183.91	gds-snc1-prod-kb-subscriptions-ro-vip.snc1	gds-kb-subscription-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-32325		In Progress					gds_prod_snc1_db057kb_subscriptions_prod
gds_prod_snc1_db058	postgresql	GDS-10616	Core	rise	rise_prod	928 GB	PK Missing	No	10.22.182.105	gds-snc1-prod-rise-rw-vip.snc1	dedicated	10.22.183.105	gds-snc1-prod-rise-ro-vip.snc1			GDS-32273		Migrated	gds-rise-prod-rw.prod.us-west-1.aws.groupondev.com	gds-rise-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058rise_prod
gds_prod_snc1_db058	postgresql	GDS-11470	Non-Core	internal_ca	cert_authority_prod	45 MB		No	10.22.182.111	gds-snc1-prod-certificate-authority-rw-vip.snc1	pg_noncore_us_057_prod	10.22.183.111	gds-snc1-prod-certificate-authority-ro-vip.snc1			GDS-33659		Not Started	gds-pg-noncore-us-057-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-057-prod-ro.prod.us-west-1.aws.groupondev.com	"No Active conn, No wal Activity"		gds_prod_snc1_db058cert_authority_prod
gds_prod_snc1_db058	postgresql	GDS-10533	Non-Core	mls-bulletin	mls_bult_prod	8244 kB		No	10.22.182.104	gds-snc1-prod-mls-bult-rw-vip.snc1	pg-noncore-us-052	10.22.183.104	gds-snc1-prod-mls-bult-ro-vip.snc1			GDS-30263		Migrated	gds-pg-noncore-us-052-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-052-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058mls_bult_prod
gds_prod_snc1_db058	postgresql	GDS-11133	Core	taxonomyv2	taxonomyv2_prod	12 GB	No	No	10.22.182.109	gds-snc1-prod-taxonomyv2-rw-vip.snc1	dedicated	10.22.183.109	gds-snc1-prod-taxonomyv2-ro-vip.snc1		Yes	GDS-28058		Migrated	gds-taxonomyv2-prod-rw.prod.us-west-1.aws.groupondev.com	gds-taxonomyv2-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058taxonomyv2_prod
gds_prod_snc1_db058	postgresql	GDS-12012	Core	clo-consent	clo_consent_prod			No	10.22.182.113	gds-snc1-prod-clo-consent-rw-vip.snc1	dedicated	10.22.183.113	gds-snc1-prod-clo-consent-ro-vip.snc1			GDS-28047		Decommissioned					gds_prod_snc1_db058clo_consent_prod
gds_prod_snc1_db058	postgresql	GDS-10844	Non-Core	minos	minos_prod	26 GB		No	10.22.182.106	gds-snc1-prod-minos-rw-vip.snc1	pg_noncore_us_055_prod	10.22.183.106	gds-snc1-prod-minos-ro-vip.snc1			GDS-32146		Migrated	gds-pg-noncore-us-055-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-055-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058minos_prod
gds_prod_snc1_db058	postgresql	GDS-12308	Non-Core	quantum-lead	quantum_lead_prod	2933 MB		No	10.22.182.115	gds-snc1-prod-quantum-lead-rw-vip.snc1	pg_noncore_us_055_prod	10.22.183.115	gds-snc1-prod-quantum-lead-ro-vip.snc1			GDS-32646		Migrated	gds-pg-noncore-us-055-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-055-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058quantum_lead_prod
gds_prod_snc1_db058	postgresql	GDS-12678	Non-Core		test_trig_tool_prod	7172 kB		No	10.22.182.119	gds-snc1-prod-test-trig-tool-rw-vip.snc1		10.22.183.119	gds-snc1-prod-test-trig-tool-ro-vip.snc1					Unknown			"No Active conn, No wal Activity"		gds_prod_snc1_db058test_trig_tool_prod
gds_prod_snc1_db058	postgresql	GDS-12837	Core	regla	regla_sac1_prod	1267 MB	No	No	10.22.182.120	gds-snc1-prod-regla-sac1-rw-vip.snc1	dedicated	10.22.183.120	gds-snc1-prod-regla-sac1-ro-vip.snc1			GDS-29542		Migrated	gds-regla-sac1-prod-rw.prod.us-west-1.aws.groupondev.com	gds-regla-sac1-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058regla_sac1_prod
gds_prod_snc1_db058	postgresql	GDS-12059	Non-Core	essence-aspect-tagging-service	essence_prod	4790 MB		No	10.22.182.114	gds-snc1-prod-essence-rw-vip.snc1	pg_noncore_us_057_prod	10.22.183.114	gds-snc1-prod-essence-ro-vip.snc1			GDS-32647		Decommissioned	gds-pg-noncore-us-057-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-057-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058essence_prod
gds_prod_snc1_db058	postgresql	GDS-10143	Core	relevance	es2_deal_indexer_prod	1581 GB	PK Missing	Yes	10.22.182.101	gds-snc1-prod-es2-deal-indexer-rw-vip.snc1	dedicated	10.22.183.101	gds-snc1-prod-es2-deal-indexer-ro-vip.snc1			GDS-32475		Decommissioned					gds_prod_snc1_db058es2_deal_indexer_prod
gds_prod_snc1_db058	postgresql	GDS-12558	Non-Core	product-bundling-service	pbs_prod	2738 MB		No	10.22.182.116	gds-snc1-prod-pbs-rw-vip.snc1	pg_noncore_us_053_prod	10.22.183.116	gds-snc1-prod-pbs-ro-vip.snc1			GDS-28049		Migrated	gds-pg-noncore-us-053-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-053-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058pbs_prod
gds_prod_snc1_db058	postgresql	GDS-11470	Non-Core		merch_index_prod	7164 kB		No	10.22.182.112	gds-snc1-prod-merch-index-rw-vip.snc1		10.22.183.112	gds-snc1-prod-merch-index-ro-vip.snc1					Unknown			"No Active conn, No wal Activity"		gds_prod_snc1_db058merch_index_prod
gds_prod_snc1_db058	postgresql	GDS-10355	Non-Core	mls-yang	mls_yang_prod	873 GB		Yes	10.22.182.102	gds-snc1-prod-mls-yang-rw-vip.snc1	dedicated	10.22.183.102	gds-snc1-prod-mls-yang-ro-vip.snc1			GDS-31844		Migrated					gds_prod_snc1_db058mls_yang_prod
gds_prod_snc1_db058	postgresql	GDS-12576	Non-Core	quantum-engineered-data	ambari_qed_prod	49 MB		Yes	10.22.182.117	gds-snc1-prod-ambari-qed-rw-vip.snc1	pg_noncore_us_056_prod	10.22.183.117	gds-snc1-prod-ambari-qed-ro-vip.snc1			GDS-32648		Decommissioned	gds-pg-noncore-us-056-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-056-prod-ro.prod.us-west-1.aws.groupondev.com	will be decomm		gds_prod_snc1_db058ambari_qed_prod
gds_prod_snc1_db058	postgresql	GDS-12687	Non-Core		netbox_prod	61 MB		No	10.22.182.118	gds-snc1-prod-netbox-rw-vip.snc1		10.22.183.118	gds-snc1-prod-netbox-ro-vip.snc1					Unknown			No active conn.		gds_prod_snc1_db058netbox_prod
gds_prod_snc1_db058	postgresql	GDS-11262	Non-Core	ci	sonar_qube_prod	684 MB		Yes	10.22.182.110	gds-snc1-prod-sonar-qube-rw-vip.snc1	pg_noncore_us_054_prod	10.22.183.110	gds-snc1-prod-sonar-qube-ro-vip.snc1			GDS-32096		Decommissioned	gds-pg-noncore-us-054-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-054-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db058sonar_qube_prod
gds_prod_snc1_db058	postgresql	GDS-10909	Core	conveyor#anchor_conveyor__deployment-pipeline	activiti_snc1_prod	8037 MB	No	No	10.22.182.107	gds-snc1-prod-activiti-snc1-rw-vip.snc1	dedicated	10.22.183.107	gds-snc1-prod-activiti-snc1-ro-vip.snc1			GDS-29584		Decommissioned			will be decomission		gds_prod_snc1_db058activiti_snc1_prod
gds_prod_snc1_db058	postgresql	GDS-10911	Core	conveyor#anchor_conveyor__deployment-pipeline	activiti_sac1_prod	4036 MB	No	No	10.22.182.108	gds-snc1-prod-activiti-sac1-rw-vip.snc1	dedicated	10.22.183.108	gds-snc1-prod-activiti-sac1-ro-vip.snc1			GDS-29586		Decommissioned					gds_prod_snc1_db058activiti_sac1_prod
gds_prod_snc1_db059	mysql	GDS-10518	Core	livingsocial-voucher-archive-backend	ls_va_orders_prod	774.6 GB		#N/A	10.22.182.121	gds-snc1-prod-ls-va-orders-rw-vip.snc1	gds-ls-va-orders-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.183.121	gds-snc1-prod-ls-va-orders-ro-vip.snc1	gds-cmi-travelclick-prod-ro.prod.us-west-1.aws.groupondev.com/		GDS-29377		Migrated					gds_prod_snc1_db059ls_va_orders_prod
gds_prod_snc1_db059	mysql	GDS-10636	Core	livingsocial-voucher-archive-backend	ls_va_users_prod	70.1 GB		#N/A	10.22.182.122	gds-snc1-prod-ls-va-users-rw-vip.snc1	gds-ls-va-users-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.183.122	gds-snc1-prod-ls-va-users-ro-vip.snc1	gds-ls-va-users-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29378		Migrated					gds_prod_snc1_db059ls_va_users_prod
gds_prod_snc1_db059	mysql	GDS-10637	Core	livingsocial-voucher-archive-backend	ls_va_deals_prod	293.7 GB		#N/A	10.22.182.123	gds-snc1-prod-ls-va-deals-rw-vip.snc1	gds-ls-va-deals-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.183.123	gds-snc1-prod-ls-va-deals-ro-vip.snc1	gds-ls-va-deals-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29379		In Progress					gds_prod_snc1_db059ls_va_deals_prod
gds_prod_snc1_db059	mysql	GDS-10638	Core	livingsocial-voucher-archive-backend	ls_va_travel_prod	265.8 GB		#N/A	10.22.182.124	gds-snc1-prod-ls-va-travel-rw-vip.snc1	gds-ls-va-travel-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.183.124	gds-snc1-prod-ls-va-travel-ro-vip.snc1	gds-ls-va-travel-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29380		Migrated					gds_prod_snc1_db059ls_va_travel_prod
gds_prod_snc1_db059	mysql	GDS-13233	Core	orders	orders_msg_prod	310.4 GB		#N/A	10.22.182.126	gds-snc1-prod-orders-msg-rw-vip.snc1	gds-orders-msg-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.183.126	gds-snc1-prod-orders-msg-ro-vip.snc1	gds-orders-msg-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29510		In Progress					gds_prod_snc1_db059orders_msg_prod
gds_prod_snc1_db059	mysql	GDS-10638	Core	livingsocial-voucher-archive-backend	ls_va_subscript_prod	391.9 GB		#N/A	10.22.182.125	gds-snc1-prod-ls-va-subscript-rw-vip.snc1	gds-ls-va-subscript-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.183.125	gds-snc1-prod-ls-va-subscript-ro-vip.snc1	gds-ls-va-subscript-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29511		Migrated					gds_prod_snc1_db059ls_va_subscript_prod
gds_prod_snc1_db060	postgresql	GDS-25834	Core	aes-service	audience_service_prod			Yes	10.22.182.5	gds-snc1-prod-audience-service-rw-vip.snc1	dedicated	10.22.183.5	gds-snc1-prod-audience-service-ro-vip.snc1			GDS-34422		Decommissioned					gds_prod_snc1_db060audience_service_prod
gds_prod_snc1_db060	postgresql	GDS-11557	Core	m3_placewrite	m3_place_service_prod	1962 GB		No	10.22.182.4	gds-snc1-prod-m3-place-service-rw-vip.snc1	dedicated	10.22.183.4	gds-snc1-prod-m3-place-service-ro-vip.snc1		Yes	GDS-31717		RW Migrated	gds-m3-place-service-prod-rw.prod.us-west-1.aws.groupondev.com	gds-m3-place-service-prod-ro.prod.us-west-1.aws.groupondev.com	RO still pointing to Onprem		gds_prod_snc1_db060m3_place_service_prod
gds_prod_snc1_db061	mysql	GDS-2346			voucherinventory_prod	478.4 GB		#N/A	10.22.182.10	gds-snc1-prod-voucherinventory-ro1-vip.snc1	gds-us-vis-rw.prod.us-west-1.aws.groupondev.com	10.30.25.54	gds-snc1-prod-voucherinventory-ro-dns.snc1	gds-us-vis-ro.prod.us-west-1.aws.groupondev.com				Unknown			Is slave to 019m1		gds_prod_snc1_db061voucherinventory_prod
gds_prod_snc1_db062	postgresql	GDS-15425 __SOX__	Core	partner-attributes-mapping-service	partner_attr_map_prod	1916 MB	No		10.22.182.163	gds-snc1-prod-partner-attribute-mapping-rw-vip.snc1	dedicated	10.22.183.163	gds-snc1-prod-partner-attribute-mapping-ro-vip.snc1			GDS-28261		Migrated	gds-partner-attr-map-prod-rw.prod.us-west-1.aws.groupondev.com	gds-partner-attr-map-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062partner_attr_map_prod
gds_prod_snc1_db062	postgresql	GDS-14207	Core	clo-card-interaction-service	clo_cis_prod	3437 MB	No	No	10.22.182.159	gds-snc1-prod-clo-cis-rw-vip.snc1	dedicated	10.22.183.159	gds-snc1-prod-clo-cis-ro-vip.snc1			GDS-29587		Migrated	gds-clo-cis-prod-rw.prod.us-west-1.aws.groupondev.com	gds-clo-cis-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062clo_cis_prod
gds_prod_snc1_db062	postgresql	GDS-15111	Non-Core	sem-blacklist-service	sem_blacklist_prod	35 MB		No	10.22.182.169	gds-snc1-prod-sem-blacklist-rw-vip.snc1	pg_noncore_us_051_prod	10.22.183.169	gds-snc1-prod-sem-blacklist-ro-vip.snc1			GDS-28066		Migrated	gds-pg-noncore-us-051-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-051-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062sem_blacklist_prod
gds_prod_snc1_db062	postgresql	GDS-13198	Core	marketing-deal-service	mds_merchand_tag_prod	7396 kB	PK Missing	No	10.22.182.152	gds-snc1-prod-mds-merchandising-tag-rw-vip.snc1	dedicated	10.22.183.152	gds-snc1-prod-mds-merchandising-tag-ro-vip.snc1			GDS-32559		Decommissioned					gds_prod_snc1_db062mds_merchand_tag_prod
gds_prod_snc1_db062	postgresql	GDS-13038	Core	gdoop	ambari_sac1_prod	187 MB	PK Missing	Yes	10.22.182.151	gds-snc1-prod-ambari-sac1-rw-vip.snc1	dedicated	10.22.183.151	gds-snc1-prod-ambari-sac1-ro-vip.snc1			GDS-32568		Migrated	gds-ambari-sac1-prod-rw.prod.us-west-1.aws.groupondev.com	gds-ambari-sac1-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062ambari_sac1_prod
gds_prod_snc1_db062	postgresql	GDS-14817	Core	grodd	grodd_prod	307 GB	PK Missing	Yes	10.22.182.168	gds-snc1-prod-grodd-rw-vip.snc1	dedicated	10.22.183.168	gds-snc1-prod-grodd-ro-vip.snc1			GDS-32569		Migrated	gds-grodd-prod-rw.prod.us-west-1.aws.groupondev.com	gds-grodd-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062grodd_prod
gds_prod_snc1_db062	postgresql	GDS-15403	Core	regulatory-consent-log	reg_cons_log_prod	766 GB	No	No	10.22.182.162	gds-snc1-prod-reg-cons-log-rw-vip.snc1	dedicated	10.22.183.162	gds-snc1-prod-reg-cons-log-ro-vip.snc1		No	GDS-23155		Migrated	gds-us-reg-cons-log-rw.prod.us-west-1.aws.groupondev.com	gds-us-reg-cons-log-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062reg_cons_log_prod
gds_prod_snc1_db062	postgresql	GDS-14222	Non-Core	keyword-kb	keyword_kb_prod	309 GB		No	10.22.182.161	gds-snc1-prod-keyword-kb-rw-vip.snc1	pg_noncore_us_054_prod	10.22.183.161	gds-snc1-prod-keyword-kb-ro-vip.snc1			GDS-28063		Migrated	gds-pg-noncore-us-054-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-054-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062keyword_kb_prod
gds_prod_snc1_db062	postgresql	GDS-13205	Non-Core	deals-cluster	deals_cluster_prod	150 GB		No	10.22.182.155	gds-snc1-prod-deals-cluster-rw-vip.snc1	pg_noncore_gl_461_prod	10.22.183.155	gds-snc1-prod-deals-cluster-ro-vip.snc1		Yes	GDS-32100		Migrated	gds-pg-noncore-gl-461-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-gl-461-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062deals_cluster_prod
gds_prod_snc1_db062	postgresql	GDS-14338	Core	erin	erin_prod	8180 kB	No	No	10.22.182.165	gds-snc1-prod-erin-rw-vip.snc1	dedicated	10.22.183.165	gds-snc1-prod-erin-ro-vip.snc1			GDS-29588		In Progress			need to decomission		gds_prod_snc1_db062erin_prod
gds_prod_snc1_db062	postgresql	GDS-13043	Non-Core	cronus	cronus_prod	SUNSET			10.22.182.154			10.22.183.154				GDS-28170		Decommissioned			will be decomm		gds_prod_snc1_db062cronus_prod
gds_prod_snc1_db062	postgresql	GDS-13527	Core	gdoop	ambari_sox_prod	470 MB	PK Missing	Yes	10.22.182.157	gds-snc1-prod-ambari-sox-rw-vip.snc1	dedicated	10.22.183.157	gds-snc1-prod-ambari-sox-ro-vip.snc1			GDS-32570		Migrated	gds-ambari-sox-prod-rw.prod.us-west-1.aws.groupondev.com	gds-ambari-sox-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062ambari_sox_prod
gds_prod_snc1_db062	postgresql	GDS-13321	Core	calendar-service	online_bookingcs_prod	3141 MB	PK Missing	Yes	10.22.182.156	gds-snc1-prod-online-bookingcs-rw-vip.snc1	dedicated	10.22.183.156	gds-snc1-prod-online-bookingcs-ro-vip.snc1			GDS-32571		Migrated	gds-online-bookingcs-prod-rw.prod.us-west-1.aws.groupondev.com	gds-online-bookingcs-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062online_bookingcs_prod
gds_prod_snc1_db062	postgresql	GDS-24285	Core	draft-service	merch_change_mgmt_prod	146 MB	No	No	10.22.182.160	gds-snc1-prod-merchant-change-management-rw-vip.snc1	dedicated	10.22.183.160	gds-snc1-prod-merchant-change-management-ro-vip.snc1			GDS-28705	2021-Q1	Migrated	gds-merchant-change-management-rw.prod.us-west-1.aws.groupondev.com	gds-merchant-change-management-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062merch_change_mgmt_prod
gds_prod_snc1_db062	postgresql	GDS-13104	Non-Core	mx-merchant-reporting	merch_rept_files_prod	14 GB		No	10.22.182.153	gds-snc1-prod-merch-rept-files-rw-vip.snc1	pg_noncore_us_057_prod	10.22.183.153	gds-snc1-prod-merch-rept-files-ro-vip.snc1			GDS-32387		Migrated	gds-pg-noncore-us-057-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-057-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062merch_rept_files_prod
gds_prod_snc1_db062	postgresql	GDS-14930	Core	gdoop	ambari_sac1_sox_prod	136 MB	PK Missing	Yes	10.22.182.170	gds-snc1-prod-ambari-sac1-sox-rw-vip.snc1	dedicated	10.22.183.170	gds-snc1-prod-ambari-sac1-sox-ro-vip.snc1			GDS-32657		Migrated	gds-ambari-sac1-sox-prod-rw.prod.us-west-1.aws.groupondev.com	gds-ambari-sac1-sox-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062ambari_sac1_sox_prod
gds_prod_snc1_db062	postgresql	GDS-14566	Core	email_campaign_management	email_campaign_prod	5546 MB	No	No	10.22.182.166	gds-snc1-prod-email-campaign-rw-vip.snc1	dedicated	10.22.183.166	gds-snc1-prod-email-campaign-ro-vip.snc1		Yes	GDS-29650		Migrated	gds-email-campaign-prod-rw.prod.us-west-1.aws.groupondev.com	gds-email-campaign-prod-ro.prod.us-west-1.aws.groupondev.com	Need to replace Route 53		gds_prod_snc1_db062email_campaign_prod
gds_prod_snc1_db062	postgresql	GDS-14782	Core		jira_prod	30 GB	No	No	10.22.182.167	gds-snc1-prod-jira-pg-rw-vip.snc1	dedicated	10.22.183.167	gds-snc1-prod-jira-pg-ro-vip.snc1			GDS-29651		Migrated	gds-jira-pg-prod-rw.prod.us-west-1.aws.groupondev.com	gds-jira-pg-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db062jira_prod
gds_prod_snc1_db062	postgresql	GDS-13781	Core	conveyor#anchor_conveyor__deployment-pipeline	conveyor_sac1_prod	437 MB	No	No	10.22.182.158	gds-snc1-prod-conveyor-sac1-rw-vip.snc1	dedicated	10.22.183.158	gds-snc1-prod-conveyor-sac1-ro-vip.snc1			GDS-29822		Decommissioned					gds_prod_snc1_db062conveyor_sac1_prod
gds_prod_snc1_db063	mysql	GDS-14664	Non-Core	status	status_dashboard_prod	0.1 GB		#N/A	10.22.51.27	gds-snc1-prod-status-dashboard-rw-vip.snc1	gds-my-noncore-us-006-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.46.27	gds-snc1-prod-status-dashboard-ro-vip.snc1	gds-my-noncore-us-006-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-34239		Not Started					gds_prod_snc1_db063status_dashboard_prod
gds_prod_snc1_db063	mysql	GDS-13746	Core	birdcage	birdcage_dw_prod	0.2 GB		#N/A	10.22.51.16	gds-snc1-prod-birdcage-dw-rw-vip.snc1	gds-birdcage-dw-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.46.16	gds-snc1-prod-birdcage-dw-ro-vip.snc1	gds-birdcage-dw-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29512		Migrated					gds_prod_snc1_db063birdcage_dw_prod
gds_prod_snc1_db063	mysql	GDS-14701	Core	optimus_api	data_science_prod			#N/A	10.22.51.28	gds-snc1-prod-data-science-rw-vip.snc1	dedicated	10.22.46.28	gds-snc1-prod-data-science-ro-vip.snc1			GDS-29826		Decommissioned					gds_prod_snc1_db063data_science_prod
gds_prod_snc1_db063	mysql	GDS-13256	Core	getaways-maris	getaways_maris_prod	277.7 GB		#N/A	10.22.51.11	gds-snc1-prod-getaways-maris-rw-vip.snc1	gds-getaways-maris-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.46.11	gds-snc1-prod-getaways-maris-ro-vip.snc1	gds-getaways-maris-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-28205		Migrated					gds_prod_snc1_db063getaways_maris_prod
gds_prod_snc1_db063	mysql	GDS-14757	Non-Core	tacacs	mfa_tacacs_prod	0 GB		#N/A	10.22.51.29	gds-snc1-prod-mfa-tacacs-rw-vip.snc1	gds-my-noncore-us-001-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.46.29	gds-snc1-prod-mfa-tacacs-ro-vip.snc1	gds-my-noncore-us-001-prod-ro.prod.us-west-1.aws.groupondev.com	No	GDS-28220		Migrated					gds_prod_snc1_db063mfa_tacacs_prod
gds_prod_snc1_db063	mysql	GDS-14302	Non-Core	relevance-airflow	rele_airflow_prod	0.3 GB		#N/A	10.22.51.24	gds-snc1-prod-rele-airflow-rw-vip.snc1	gds-my-noncore-us-005-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.46.24	gds-snc1-prod-rele-airflow-ro-vip.snc1	gds-my-noncore-us-005-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-34240		Not Started			To be decommissioned decomm in q3		gds_prod_snc1_db063rele_airflow_prod
gds_prod_snc1_db063	mysql	GDS-13980	Core	giftcard_service	giftcard_prod	0 GB		#N/A	10.22.51.19	gds-snc1-prod-giftcard-rw-vip.snc1	gds-giftcard-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.46.19	gds-snc1-prod-giftcard-ro-vip.snc1	gds-giftcard-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29606		Migrated					gds_prod_snc1_db063giftcard_prod
gds_prod_snc1_db063	mysql	GDS-13528	Core	gdoop	hive_sox_prod	0.7 GB		#N/A	10.22.51.15	gds-snc1-prod-hive-sox-rw-vip.snc1	gds-hive-sox-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.46.15	gds-snc1-prod-hive-sox-ro-vip.snc1	gds-hive-sox-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29607		Migrated					gds_prod_snc1_db063hive_sox_prod
gds_prod_snc1_db063	mysql	GDS-14924			openstk_keystone_prod			#N/A	10.22.51.30	gds-snc1-prod-openstack-keystone-rw-vip.snc1		10.22.46.30	gds-snc1-prod-openstack-keystone-ro-vip.snc1					Decommissioned			Predestroyed wrt GDS-28206 (Pre-destroy idle instances on cluster 063)		gds_prod_snc1_db063openstk_keystone_prod
gds_prod_snc1_db063	mysql	GDS-13845			pitstop_prod	22.6 GB		#N/A	10.22.51.18	gds-snc1-prod-pitstop-rw-vip.snc1		10.22.46.18	gds-snc1-prod-pitstop-ro-vip.snc1					Not Started					gds_prod_snc1_db063pitstop_prod
gds_prod_snc1_db063	mysql	GDS-14228	Non-Core	Page not found	magneto_prod			#N/A	10.22.51.23	gds-snc1-prod-magneto-rw-vip.snc1		10.22.46.23	gds-snc1-prod-magneto-ro-vip.snc1					Decommissioned			Predestroyed wrt GDS-28206 (Pre-destroy idle instances on cluster 063)		gds_prod_snc1_db063magneto_prod
gds_prod_snc1_db063	mysql	GDS-13364	Core	gdoop	hue_sac1_prod			#N/A	10.22.51.12	gds-snc1-prod-hue-sac1-rw-vip.snc1	gds-hue-sac1-prod-rw.prod.us-west-1.aws.groupondev.com	10.22.46.12	gds-snc1-prod-hue-sac1-ro-vip.snc1	gds-hue-sac1-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29825		Migrated					gds_prod_snc1_db063hue_sac1_prod
gds_prod_snc1_db063	mysql	GDS-14131	Core	emea_payment_statements	emea_pay_prod			#N/A	10.22.51.20	gds-snc1-prod-emea-pay-rw-vip.snc1	dedicated	10.22.46.20	gds-snc1-prod-emea-pay-ro-vip.snc1			GDS-29827		Decommissioned					gds_prod_snc1_db063emea_pay_prod
gds_prod_snc1_db063	mysql	GDS-14342			openstack_ironic_prod	0 GB		#N/A	10.22.51.25	gds-snc1-prod-openstack-ironic-rw-vip.snc1		10.22.46.25	gds-snc1-prod-openstack-ironic-ro-vip.snc1					Not Started					gds_prod_snc1_db063openstack_ironic_prod
